movieId,title,genres,imdbId
1095,Glengarry Glen Ross (1992),Drama,104348
1096,Sophie's Choice (1982),Drama,84707
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,83866
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,29992
1100,Days of Thunder (1990),Action|Drama|Romance,99371
1101,Top Gun (1986),Action|Romance,92099
1103,Rebel Without a Cause (1955),Drama,48545
1104,"Streetcar Named Desire, A (1951)",Drama,44081
1105,Children of the Corn IV: The Gathering (1996),Horror,115885
1107,Loser (1991),Comedy,102336
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,117040
1112,Palookaville (1996),Action|Comedy|Drama,117284
1114,"Funeral, The (1996)",Crime|Drama,116378
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,113057
1117,"Eighth Day, The (HuitiÃ¨me jour, Le) (1996)",Drama,116581
1119,Drunks (1995),Drama,112907
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,117318
1121,Glory Daze (1995),Drama,116422
1123,"Perfect Candidate, A (1996)",Documentary,117320
1124,On Golden Pond (1981),Drama,82846
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,72081
1126,Drop Dead Fred (1991),Comedy|Fantasy,101775
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,96754
1128,"Fog, The (1980)",Horror,80749
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,82340
1130,"Howling, The (1980)",Horror|Mystery,82533
1131,Jean de Florette (1986),Drama|Mystery,91288
1132,Manon of the Spring (Manon des sources) (1986),Drama,91480
1135,Private Benjamin (1980),Comedy,81375
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,71853
1137,Hustler White (1996),Romance,116587
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,116212
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,116886
1147,When We Were Kings (1996),Documentary,118147
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,108598
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,84589
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,109781
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,34493
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,78875
1162,"Ruling Class, The (1972)",Comedy|Drama,69198
1163,Mina Tannenbaum (1994),Drama,110521
1167,Dear God (1996),Comedy,116059
1170,Best of the Best 3: No Turning Back (1995),Action,112483
1171,Bob Roberts (1992),Comedy,103850
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,95765
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,97108
1175,Delicatessen (1991),Comedy|Drama|Romance,101700
1176,"Double Life of Veronique, The (Double Vie de VÃ©ronique, La) (1991)",Drama|Fantasy|Romance,101765
1177,Enchanted April (1992),Drama|Romance,101811
1178,Paths of Glory (1957),Drama|War,50825
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,99703
1180,Hear My Song (1991),Comedy,102014
1183,"English Patient, The (1996)",Drama|Romance|War,116209
1184,Mediterraneo (1991),Comedy|Drama,102426
1185,My Left Foot (1989),Drama,97937
1186,"Sex, Lies, and Videotape (1989)",Drama,98724
1187,Passion Fish (1992),Drama,105107
1188,Strictly Ballroom (1992),Comedy|Romance,105488
1189,"Thin Blue Line, The (1988)",Documentary,96257
1190,Tie Me Up! Tie Me Down! (Â¡Ãtame!) (1990),Crime|Drama|Romance,101026
1191,Madonna: Truth or Dare (1991),Documentary|Musical,102370
1192,Paris Is Burning (1990),Documentary,100332
1193,One Flew Over the Cuckoo's Nest (1975),Drama,73486
1194,Cheech and Chong's Up in Smoke (1978),Comedy,78446
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,80684
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,93779
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,82971
1199,Brazil (1985),Fantasy|Sci-Fi,88846
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,90605
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,60196
1202,Withnail & I (1987),Comedy,94336
1203,12 Angry Men (1957),Drama,50083
1204,Lawrence of Arabia (1962),Adventure|Drama|War,56172
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,66921
1207,To Kill a Mockingbird (1962),Drama,56592
1208,Apocalypse Now (1979),Action|Drama|War,78788
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,64116
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,86190
1211,"Wings of Desire (Himmel Ã¼ber Berlin, Der) (1987)",Drama|Fantasy|Romance,93191
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,41959
1213,Goodfellas (1990),Crime|Drama,99685
1214,Alien (1979),Horror|Sci-Fi,78748
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,106308
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,95250
1217,Ran (1985),Drama|War,89881
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,97202
1219,Psycho (1960),Crime|Horror,54215
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,80455
1221,"Godfather: Part II, The (1974)",Crime|Drama,71562
1222,Full Metal Jacket (1987),Drama|War,93058
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,104361
1224,Henry V (1989),Action|Drama|Romance|War,97499
1225,Amadeus (1984),Drama,86879
1226,"Quiet Man, The (1952)",Drama|Romance,45061
1227,Once Upon a Time in America (1984),Crime|Drama,87843
1228,Raging Bull (1980),Drama,81398
1230,Annie Hall (1977),Comedy|Romance,75686
1231,"Right Stuff, The (1983)",Drama,86197
1232,Stalker (1979),Drama|Mystery|Sci-Fi,79944
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,82096
1234,"Sting, The (1973)",Comedy|Crime,70735
1235,Harold and Maude (1971),Comedy|Drama|Romance,67185
1236,Trust (1990),Comedy|Drama|Romance,103130
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,50976
1238,Local Hero (1983),Comedy,85859
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,103873
1242,Glory (1989),Drama|War,97441
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,100519
1244,Manhattan (1979),Comedy|Drama|Romance,79522
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,100150
1246,Dead Poets Society (1989),Drama,97165
1247,"Graduate, The (1967)",Comedy|Drama|Romance,61722
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,52311
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,100263
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,50212
1251,8 1/2 (8Â½) (1963),Drama|Fantasy,56801
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,71315
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,43456
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,40897
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,92610
1256,Duck Soup (1933),Comedy|Musical|War,23969
1257,Better Off Dead... (1985),Comedy|Romance,88794
1258,"Shining, The (1980)",Horror,81505
1259,Stand by Me (1986),Adventure|Drama,92005
1260,M (1931),Crime|Film-Noir|Thriller,22100
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,92991
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,57115
1263,"Deer Hunter, The (1978)",Drama|War,77416
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,82269
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,107048
1266,Unforgiven (1992),Drama|Western,105695
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,56218
1268,Pump Up the Volume (1990),Comedy|Drama,100436
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,36613
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,101921
1272,Patton (1970),Drama|War,66206
1273,Down by Law (1986),Comedy|Drama|Film-Noir,90967
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,94625
1275,Highlander (1986),Action|Adventure|Fantasy,91203
1276,Cool Hand Luke (1967),Drama,61512
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,99334
1278,Young Frankenstein (1974),Comedy|Fantasy,72431
1279,Night on Earth (1991),Comedy|Drama,102536
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,101640
1281,"Great Dictator, The (1940)",Comedy|Drama|War,32553
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,32455
1283,High Noon (1952),Drama|Western,44706
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,38355
1285,Heathers (1989),Comedy,97493
1286,Somewhere in Time (1980),Drama|Romance,81534
1287,Ben-Hur (1959),Action|Adventure|Drama,52618
1288,This Is Spinal Tap (1984),Comedy,88258
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,85809
1290,Some Kind of Wonderful (1987),Drama|Romance,94006
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576
1292,Being There (1979),Comedy|Drama,78841
1293,Gandhi (1982),Drama,83987
1295,"Unbearable Lightness of Being, The (1988)",Drama,96332
1296,"Room with a View, A (1986)",Drama|Romance,91867
1297,Real Genius (1985),Comedy,89886
1298,Pink Floyd: The Wall (1982),Drama|Musical,84503
1299,"Killing Fields, The (1984)",Drama|War,87553
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,89606
1301,Forbidden Planet (1956),Drama|Sci-Fi,49223
1302,Field of Dreams (1989),Children|Drama|Fantasy,97351
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,73341
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115
1305,"Paris, Texas (1984)",Drama|Romance,87884
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,101458
1307,When Harry Met Sally... (1989),Comedy|Romance,98635
1310,Hype! (1996),Documentary,116589
1312,Female Perversions (1996),Drama,116293
1318,Blue Juice (1995),Comedy|Drama,112537
1320,AlienÂ³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,103644
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,82010
1322,Amityville 1992: It's About Time (1992),Horror,103678
1323,Amityville 3-D (1983),Horror,85159
1324,Amityville: Dollhouse (1996),Horror,115535
1325,Amityville: A New Generation (1993),Horror,106262
1326,Amityville II: The Possession (1982),Horror,83550
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,78767
1328,"Amityville Curse, The (1990)",Horror,99030
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,71233
1330,April Fool's Day (1986),Horror,90655
1331,Audrey Rose (1977),Horror,75704
1332,"Believers, The (1987)",Horror|Thriller,92632
1333,"Birds, The (1963)",Horror|Thriller,56869
1334,"Blob, The (1958)",Horror|Sci-Fi,51418
1335,Blood Beach (1981),Horror|Mystery,82083
1336,Body Parts (1991),Horror|Thriller,101492
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,37549
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,103874
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,26138
1341,Burnt Offerings (1976),Horror,74258
1342,Candyman (1992),Horror|Thriller,103919
1343,Cape Fear (1991),Thriller,101540
1344,Cape Fear (1962),Crime|Drama|Thriller,55824
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,74285
1346,Cat People (1982),Drama|Fantasy|Horror,83722
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,87800
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,13442
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,91651
1350,"Omen, The (1976)",Horror|Mystery|Thriller,75005
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,115710
1352,Albino Alligator (1996),Crime|Thriller,115495
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,117057
1354,Breaking the Waves (1996),Drama|Mystery,115751
1355,Nightwatch (1997),Horror|Thriller,119791
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,117731
1357,Shine (1996),Drama|Romance,117631
1358,Sling Blade (1996),Drama,117666
1359,Jingle All the Way (1996),Children|Comedy,116705
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,117293
1363,"Preacher's Wife, The (1996)",Drama,117372
1365,Ridicule (1996),Drama,117477
1366,"Crucible, The (1996)",Drama,115988
1367,101 Dalmatians (1996),Adventure|Children|Comedy,115433
1370,Die Hard 2 (1990),Action|Adventure|Thriller,99423
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,79945
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,102975
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,98382
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,84726
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,88170
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,92007
1377,Batman Returns (1992),Action|Crime,103776
1378,Young Guns (1988),Action|Comedy|Western,96487
1379,Young Guns II (1990),Action|Western,100994
1380,Grease (1978),Comedy|Musical|Romance,77631
1381,Grease 2 (1982),Comedy|Musical|Romance,84021
1382,Marked for Death (1990),Action|Drama,100114
1385,Under Siege (1992),Action|Drama|Thriller,105690
1387,Jaws (1975),Action|Horror,73195
1388,Jaws 2 (1978),Horror|Thriller,77766
1389,Jaws 3-D (1983),Action|Horror,85750
1390,My Fellow Americans (1996),Comedy,117119
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,116996
1392,Citizen Ruth (1996),Comedy|Drama,115906
1393,Jerry Maguire (1996),Drama|Romance,116695
1394,Raising Arizona (1987),Comedy,93822
1395,Tin Men (1987),Comedy|Drama,94155
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,105435
1397,Bastard Out of Carolina (1996),Drama,115633
1398,In Love and War (1996),Romance|War,116621
1399,Marvin's Room (1996),Drama,116999
1401,Ghosts of Mississippi (1996),Drama,116410
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,115641
1406,La CÃ©rÃ©monie (1995),Crime|Drama|Mystery|Thriller,112769
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,117571
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,104691
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,117038
1411,Hamlet (1996),Crime|Drama|Romance,116477
1412,Some Mother's Son (1996),Drama,117690
1413,"Whole Wide World, The (1996)",Drama,118163
1414,Mother (1996),Comedy,117091
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,118100
1416,Evita (1996),Drama|Musical,116250
1417,"Portrait of a Lady, The (1996)",Drama,117364
1419,Walkabout (1971),Adventure|Drama,67959
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,119731
1423,Hearts and Minds (1996),Drama,116506
1425,Fierce Creatures (1997),Comedy,119115
1426,Zeus and Roxanne (1997),Children,120550
1427,Turbulence (1997),Action|Thriller,120390
1428,Angel Baby (1995),Drama,112362
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,116704
1430,Underworld (1996),Comedy|Thriller,120414
1431,Beverly Hills Ninja (1997),Action|Comedy,118708
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,119664
1437,"Cement Garden, The (1993)",Drama,106535
1438,Dante's Peak (1997),Action|Thriller,118928
1439,Meet Wally Sparks (1997),Comedy,119644
1440,Amos & Andrew (1993),Comedy,106266
1441,Benny & Joon (1993),Comedy|Romance,106387
1442,Prefontaine (1997),Drama,119937
1445,McHale's Navy (1997),Comedy|War,119640
1446,Kolya (Kolja) (1996),Comedy|Drama,116790
1447,Gridlock'd (1997),Crime,119225
1449,Waiting for Guffman (1996),Comedy,118111
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,118691
1454,SubUrbia (1997),Comedy|Drama,120238
1456,"Pest, The (1997)",Comedy,119887
1457,Fools Rush In (1997),Comedy|Drama|Romance,119141
1458,Touch (1997),Drama|Fantasy|Romance,120357
1459,Absolute Power (1997),Mystery|Thriller,118548
1460,That Darn Cat (1997),Children|Comedy|Mystery,120317
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,120434
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,116922
1465,Rosewood (1997),Action|Drama,120036
1466,Donnie Brasco (1997),Crime|Drama,119008
1468,Booty Call (1997),Comedy|Romance,118750
1473,Best Men (1997),Action|Comedy|Crime|Drama,118702
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,119432
1475,Kama Sutra: A Tale of Love (1996),Romance,116743
1476,Private Parts (1997),Comedy|Drama,119951
1477,Love Jones (1997),Romance,119572
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,120053
1480,Smilla's Sense of Snow (1997),Drama|Thriller,120152
1483,Crash (1996),Drama|Thriller,115964
1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,116041
1485,Liar Liar (1997),Comedy,119528
1487,Selena (1997),Drama|Musical,120094
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,118972
1489,Cats Don't Dance (1997),Animation|Children|Musical,118829
1490,B*A*P*S (1997),Comedy,118663
1493,Love and Other Catastrophes (1996),Romance,116931
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,120389
1496,Anna Karenina (1997),Drama|Romance,118623
1497,Double Team (1997),Action,119013
1498,Inventing the Abbotts (1997),Drama|Romance,119381
1499,Anaconda (1997),Action|Adventure|Thriller,118615
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,119229
1502,Kissed (1996),Drama|Romance,116783
1503,8 Heads in a Duffel Bag (1997),Comedy,118541
1507,Paradise Road (1997),Drama|War,119859
1513,Romy and Michele's High School Reunion (1997),Comedy,120032
1514,Temptress Moon (Feng Yue) (1996),Romance,116295
1515,Volcano (1997),Action|Drama|Thriller,120461
1516,Children of the Revolution (1996),Comedy,115886
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,118655
1518,Breakdown (1997),Action|Thriller,118771
1519,Broken English (1996),Drama,115760
1526,Fathers' Day (1997),Comedy,119109
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,119116
1529,Nowhere (1997),Comedy|Drama,119809
1533,"Promise, The (La promesse) (1996)",Drama,117398
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,117615
1541,Addicted to Love (1997),Comedy|Romance,118556
1542,Brassed Off (1996),Comedy|Drama|Romance,115744
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,119567
1545,Ponette (1996),Drama,117359
1546,Schizopolis (1996),Comedy,117561
1547,Shiloh (1997),Children|Drama,120118
1549,Rough Magic (1995),Drama|Romance,114303
1550,Trial and Error (1997),Comedy|Romance,120373
1551,Buddy (1997),Adventure|Children|Drama,118787
1552,Con Air (1997),Action|Adventure|Thriller,118880
1554,"Pillow Book, The (1996)",Drama|Romance,114134
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,120179
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,118688
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,120034
1565,Head Above Water (1996),Comedy|Thriller,116502
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,119282
1569,My Best Friend's Wedding (1997),Comedy|Romance,119738
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,115856
1572,"Contempt (MÃ©pris, Le) (1963)",Drama,57345
1573,Face/Off (1997),Action|Crime|Drama|Thriller,119094
1574,Fall (1997),Romance,119098
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,119654
1581,Out to Sea (1997),Comedy,119848
1582,Wild America (1997),Adventure|Children,120512
1583,"Simple Wish, A (1997)",Children|Fantasy,120133
1584,Contact (1997),Drama|Sci-Fi,118884
1585,Love Serenade (1996),Comedy,116930
1586,G.I. Jane (1997),Action|Drama,119173
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,82198
1588,George of the Jungle (1997),Children|Comedy,119190
1589,Cop Land (1997),Action|Crime|Drama|Thriller,118887
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,119081
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,120177
1592,Air Bud (1997),Children|Comedy,118570
1593,Picture Perfect (1997),Comedy|Romance,119896
1594,In the Company of Men (1997),Comedy|Drama,119361
1596,Career Girls (1997),Drama,118818
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,118883
1598,Desperate Measures (1998),Crime|Drama|Thriller,118966
1599,Steel (1997),Action,120207
1600,She's So Lovely (1997),Drama|Romance,120112
1601,Hoodlum (1997),Crime|Drama|Film-Noir,119311
1602,Leave It to Beaver (1997),Comedy,119509
1603,Mimic (1997),Horror|Sci-Fi|Thriller,119675
1604,Money Talks (1997),Action|Comedy,119695
1605,Excess Baggage (1997),Adventure|Romance,119086
1606,Kull the Conqueror (1997),Action|Adventure,119484
1608,Air Force One (1997),Action|Thriller,118571
1609,187 (One Eight Seven) (1997),Drama|Thriller,118531
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,99810
1611,My Own Private Idaho (1991),Drama|Romance,102494
1612,"Kiss Me, Guido (1997)",Comedy,119465
1613,Star Maps (1997),Drama,120197
1614,In & Out (1997),Comedy,119360
1615,"Edge, The (1997)",Adventure|Drama,119051
1616,"Peacemaker, The (1997)",Action|Thriller|War,119874
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,119488
1619,Seven Years in Tibet (1997),Adventure|Drama|War,120102
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,119468
1621,Soul Food (1997),Drama,120169
1623,Wishmaster (1997),Horror,120524
1624,"Thousand Acres, A (1997)",Drama,120323
1625,"Game, The (1997)",Drama|Mystery|Thriller,119174
1626,Fire Down Below (1997),Action|Drama|Thriller,119123
1627,U Turn (1997),Crime|Drama|Mystery,120399
1629,"MatchMaker, The (1997)",Comedy|Romance,119632
1631,"Assignment, The (1997)",Action|Thriller,118647
1633,Ulee's Gold (1997),Drama,120402
1635,"Ice Storm, The (1997)",Drama,119349
1639,Chasing Amy (1997),Comedy|Drama|Romance,118842
1641,"Full Monty, The (1997)",Comedy|Drama,119164
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,116631
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,119280
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,119345
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,118971
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,120029
1647,Playing God (1997),Crime|Drama|Thriller,119906
1648,"House of Yes, The (1997)",Comedy|Drama,119324
1649,"Fast, Cheap & Out of Control (1997)",Documentary,119107
1650,Washington Square (1997),Drama,120481
1652,Year of the Horse (1997),Documentary,120539
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,119177
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,119095
1655,Phantoms (1998),Drama|Horror|Thriller,119891
1656,Swept from the Sea (1997),Drama|Romance,120257
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,119535
1659,Hurricane Streets (1997),Drama,119338
1660,Eve's Bayou (1997),Drama,119080
1661,Switchback (1997),Crime|Mystery|Thriller,119210
1662,Gang Related (1997),Crime,118900
1663,Stripes (1981),Comedy|War,83131
1665,Bean (1997),Comedy,118689
1667,Mad City (1997),Action|Drama,119592
1670,Welcome to Sarajevo (1997),Drama|War,120490
1671,Deceiver (1997),Crime|Drama|Thriller,119527
1672,"Rainmaker, The (1997)",Drama,119978
1673,Boogie Nights (1997),Drama,118749
1674,Witness (1985),Drama|Romance|Thriller,90329
1675,Incognito (1997),Crime|Thriller,119365
1676,Starship Troopers (1997),Action|Sci-Fi,120201
1677,Critical Care (1997),Comedy|Drama,118901
1678,"Joy Luck Club, The (1993)",Drama|Romance,107282
1679,Chairman of the Board (1998),Comedy,118836
1680,Sliding Doors (1998),Drama|Romance,120148
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,119707
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,120382
1683,"Wings of the Dove, The (1997)",Drama|Romance,120520
1684,Mrs. Dalloway (1997),Drama|Romance,119723
1685,"I Love You, I Love You Not (1996)",Drama|Romance,116592
1686,Red Corner (1997),Crime|Thriller,119994
1687,"Jackal, The (1997)",Action|Thriller,119395
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,118617
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,120483
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,118583
1693,Amistad (1997),Drama|Mystery,118607
1694,"Apostle, The (1997)",Drama,118632
1695,Artemisia (1997),Drama,123385
1696,Bent (1997),Drama|War,118698
1699,"Butcher Boy, The (1997)",Comedy|Drama,118804
1701,Deconstructing Harry (1997),Comedy|Drama,118954
1702,Flubber (1997),Children|Comedy|Fantasy,119137
1703,For Richer or Poorer (1997),Comedy,119142
1704,Good Will Hunting (1997),Drama|Romance,119217
1707,Home Alone 3 (1997),Children|Comedy,119303
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,119668
1713,Mouse Hunt (1997),Children|Comedy,119715
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,120082
1718,Stranger in the House (1997),Thriller,120222
1719,"Sweet Hereafter, The (1997)",Drama,120255
1721,Titanic (1997),Drama|Romance,120338
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,120347
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,119925
1727,"Horse Whisperer, The (1998)",Drama|Romance,119314
1729,Jackie Brown (1997),Crime|Drama|Thriller,119396
1730,Kundun (1997),Drama,119485
1731,Mr. Magoo (1997),Comedy,119718
1732,"Big Lebowski, The (1998)",Comedy|Crime,118715
1733,Afterglow (1997),Drama|Romance,118566
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,119590
1735,Great Expectations (1998),Drama|Romance,119223
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,118539
1746,Senseless (1998),Comedy,120820
1747,Wag the Dog (1997),Comedy,120885
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,118929
1752,Hard Rain (1998),Action|Crime|Thriller,120696
1753,Half Baked (1998),Comedy,120693
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,119099
1755,Shooting Fish (1997),Comedy|Romance,120122
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,112913
